Legislation Number,URL,Congress,Title,Amends Bill,Sponsor,Date of Introduction,Latest Action,Latest Action Date,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject,Subject
H.R. 5894,https://www.congress.gov/bill/118th-congress/house-bill/5894,118th Congress (2023-2024),"Making appropriations for the Departments of Labor, Health and Human Services, and Education, and related agencies for the fiscal year ending September 30, 2024, and for other purposes.",,"Aderholt, Robert B. [Rep.-R-AL-4]",10/6/23,"POSTPONED PROCEEDINGS - Pursuant to clause 1(c) of rule XIX, the Chair announced further proceedings on H.R. 5894 would be postponed.",11/15/23,Economics and Public Finance,Employee benefits and pensions,"Refugees, asylum, displaced persons",National Labor Relations Board (NLRB),Licensing and registrations,Neurological disorders,New York State,Nursing,Occupational Safety and Health Review Commission,Pension Benefit Guaranty Corporation,Photography and imaging,Poverty and welfare assistance,Preschool education,Protection of officials,Public contracts and procurement,Racial and ethnic relations,Railroad Retirement Board,Railroads,Religion,Research administration and funding,Research and development,Rural conditions and development,Russia,School administration,Sex and reproductive health,"Sex, gender, sexual orientation discrimination",Sexually transmitted diseases,Smuggling and trafficking,Social Security Administration,Social security and elderly assistance,Special education,State and local finance,State and local government operations,Student aid and college costs,Unemployment,User charges and fees,Venezuela,"Veterans' education, employment, rehabilitation","Veterans' loans, housing, homeless programs",Visas and passports,Vocational and technical education,Wages and earnings,Women's health,Worker safety and health,World health,Youth employment and child labor,Congressional oversight,Congressional-executive branch relations,Corporation for National and Community Service,Medical education,Medical research,Medicare,Medicare Payment Advisory Commission,Mental health,Mexico,Middle East,"Migrant, seasonal, agricultural labor",Mining,Minority education,Minority health,Musculoskeletal and skin diseases,"Museums, exhibitions, cultural centers",National and community service,National Council on Disability,National Institutes of Health (NIH),National Mediation Board,National symbols,Abortion,Administrative law and regulatory procedures,Administrative remedies,Adoption and foster care,Adult education and literacy,Aging,Allergies,Alternative treatments,Appropriations,Area studies and international education,Asia,Birth defects,Blood and blood diseases,Border security and unlawful immigration,Cancer,Cardiovascular and respiratory health,Caribbean area,Cell biology and embryology,Centers for Disease Control and Prevention (CDC),Chemical and biological weapons,Child care and development,Child health,Child safety and welfare,China,Civics education,Civil actions and liability,Coal,Committee for Purchase from People Who Are Blind or Severely Disabled,Community life and organization,Computers and information technology,Cuba,Dental care,Department of Education,Department of Health and Human Services,Department of Labor,Detention of persons,Digestive and metabolic diseases,Disability and paralysis,Disability assistance,District of Columbia,Domestic violence and child abuse,"Drug safety, medical device, and laboratory regulation",Drug therapy,Drug trafficking and controlled substances,"Drug, alcohol, tobacco use",Education of the disadvantaged,Education programs funding,Educational facilities and institutions,Elementary and secondary education,Employment and training programs,Energy assistance for the poor and aged,Environmental health,Europe,Executive agency funding and structure,Family relationships,Family services,Federal Mediation and Conciliation Service,Federal Mine Safety and Health Review Commission,Federal officials,Firearms and explosives,Foreign labor,Fraud offenses and financial crimes,Genetics,"Government employee pay, benefits, personnel management",Government information and archives,Government lending and loan guarantees,Government trust funds,Health care coverage and access,Health facilities and institutions,Health personnel,Health programs administration and funding,Health promotion and preventive care,"Health technology, devices, supplies","Hearing, speech, and vision care",Hereditary and development disorders,Higher education,HIV/AIDS,Hospital care,Housing for the elderly and disabled,Human trafficking,Immunology and vaccination,Indian social and development programs,Infectious and parasitic diseases,Intergovernmental relations,International exchange and broadcasting,"Internet, web applications, social media",Iran,Labor market,Labor-management relations,Latin America,Law enforcement administration and funding,Law enforcement officers,Libraries and archives,Medicaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 3129,https://www.congress.gov/bill/118th-congress/house-bill/3129,118th Congress (2023-2024),Health Care Fairness for All Act,,"Sessions, Pete [Rep.-R-TX-17]",5/9/23,Referred to the Subcommittee on Health.,5/12/23,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 2976,https://www.congress.gov/bill/118th-congress/house-bill/2976,118th Congress (2023-2024),Child Care for Working Families Act,,"Scott, Robert C. ""Bobby"" [Rep.-D-VA-3]",4/27/23,Referred to the House Committee on Education and the Workforce.,4/27/23,Families,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 1824,https://www.congress.gov/bill/118th-congress/house-bill/1824,118th Congress (2023-2024),Food and Farm Act,,"Blumenauer, Earl [Rep.-D-OR-3]",3/28/23,"Referred to the Committee on Agriculture, and in addition to the Committees on Ways and Means, Education and the Workforce, and Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",3/28/23,Agriculture and Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 2701,https://www.congress.gov/bill/118th-congress/house-bill/2701,118th Congress (2023-2024),Online Privacy Act of 2023,,"Eshoo, Anna G. [Rep.-D-CA-16]",4/19/23,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on the Judiciary, House Administration, and Science, Space, and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",4/19/23,"Science, Technology, Communications",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 5525,https://www.congress.gov/bill/118th-congress/house-bill/5525,118th Congress (2023-2024),"Continuing Appropriations and Border Security Enhancement Act, 2024",,"Donalds, Byron [Rep.-R-FL-19]",9/18/23,Motion to reconsider laid on the table Agreed to without objection.,9/29/23,Economics and Public Finance,Advanced technology and technological innovations,Licensing and registrations,"Intelligence activities, surveillance, classified information","Forests, forestry, trees",Administrative remedies,Adoption and foster care,Agricultural insurance,Agricultural marketing and promotion,"Agricultural prices, subsidies, credit",Alabama,Appropriations,Aviation and airports,Banking and financial institutions regulation,Border security and unlawful immigration,"Broadcasting, cable, digital technologies",Budget process,Business investment and capital,Canada,Cardiovascular and respiratory health,Child safety and welfare,Civil actions and liability,Computers and information technology,Congressional oversight,Credit and credit markets,Crime victims,Crimes against children,Criminal justice information and records,Criminal procedure and sentencing,Cuba,Customs enforcement,Department of Homeland Security,Department of Justice,Detention of persons,"Diplomacy, foreign officials, Americans abroad",Disaster relief and insurance,District of Columbia,Drug trafficking and controlled substances,El Salvador,Employee hiring,Executive agency funding and structure,Federal preemption,Fires,First responders and emergency personnel,Floods and storm protection,Florida,Genetics,Georgia,"Government employee pay, benefits, personnel management",Government information and archives,Government lending and loan guarantees,Government studies and investigations,Guatemala,Homeland security,Honduras,Horticulture and plants,Human trafficking,"Hybrid, electric, and advanced technology vehicles",Immigrant health and welfare,Immigration,Immigration status and procedures,Immunology and vaccination,Infectious and parasitic diseases,International law and treaties,"Internet, web applications, social media",Judicial review and appeals,Lakes and rivers,Latin America,Law enforcement administration and funding,Law enforcement officers,Lawyers and legal services,Livestock,Low- and moderate-income housing,Massachusetts,Mental health,Mexico,Military personnel and dependents,Nicaragua,Nuclear power,Organized crime,Protection of officials,Public contracts and procurement,Public-private cooperation,"Refugees, asylum, displaced persons",Religion,Rural conditions and development,"Separation, divorce, custody, support",Small business,Smuggling and trafficking,Spacecraft and satellites,Specialized courts,State and local finance,State and local government operations,Terrorism,Texas,User charges and fees,Venezuela,"Veterans' loans, housing, homeless programs",Visas and passports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 4276,https://www.congress.gov/bill/118th-congress/house-bill/4276,118th Congress (2023-2024),American Worker and Trade Competitiveness Act,,"Blumenauer, Earl [Rep.-D-OR-3]",6/22/23,Referred to the House Committee on Ways and Means.,6/22/23,Foreign Trade and International Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 5673,https://www.congress.gov/bill/118th-congress/house-bill/5673,118th Congress (2023-2024),Responsible Legislating Act,,"McGovern, James P. [Rep.-D-MA-2]",9/22/23,"Referred to the Subcommittee on Oversight, Investigations, and Accountability.",9/22/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 1840,https://www.congress.gov/bill/118th-congress/house-bill/1840,118th Congress (2023-2024),Agriculture Resilience Act of 2023,,"Pingree, Chellie [Rep.-D-ME-1]",3/28/23,"Referred to the Committee on Agriculture, and in addition to the Committees on Education and the Workforce, Energy and Commerce, House Administration, and Oversight and Accountability, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",3/28/23,Agriculture and Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 3935,https://www.congress.gov/bill/118th-congress/house-bill/3935,118th Congress (2023-2024),Securing Growth and Robust Leadership in American Aviation Act,,"Graves, Sam [Rep.-R-MO-6]",6/9/23,Cloture motion on the measure withdrawn by unanimous consent in Senate. (CR S4885),9/30/23,Transportation and Public Works,Computers and information technology,User charges and fees,Transportation safety and security,Accidents,Accounting and auditing,Administrative law and regulatory procedures,Administrative remedies,Advanced technology and technological innovations,Advisory bodies,Atmospheric science and weather,Aviation and airports,"Broadcasting, cable, digital technologies",Civil actions and liability,Computer security and identity theft,Wages and earnings,Congressional oversight,Consumer affairs,Department of Transportation,Disability and health-based discrimination,Disability assistance,"Drug, alcohol, tobacco use",Employee hiring,Employment and training programs,Federal officials,Government information and archives,Government studies and investigations,Infectious and parasitic diseases,Infrastructure development,Licensing and registrations,Noise pollution,Performance measurement,Personnel records,Right of privacy,Telephone and wireless communication,Transportation programs funding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 11,https://www.congress.gov/bill/118th-congress/house-bill/11,118th Congress (2023-2024),Freedom to Vote Act,,"Sarbanes, John P. [Rep.-D-MD-3]",7/18/23,Referred to the Subcommittee on Cybersecurity and Infrastructure Protection.,7/18/23,Government Operations and Politics,Northern Mariana Islands,Licensing and registrations,Buy American requirements,Rural conditions and development,"Social work, volunteer service, charitable organizations",State and local government operations,Subversive activities,Supreme Court,"Tax administration and collection, taxpayers",Tax-exempt organizations,Telephone and wireless communication,U.S. and foreign investments,U.S. Sentencing Commission,U.S. territories and protectorates,User charges and fees,Virgin Islands,Voting rights,Congressional elections,Congressional oversight,Constitution and constitutional amendments,Consumer credit,Corporate finance and management,Correctional facilities and imprisonment,"Criminal investigation, prosecution, interrogation",Criminal justice information and records,Criminal procedure and sentencing,Department of the Treasury,Digital media,"Diplomacy, foreign officials, Americans abroad",Disability and health-based discrimination,Disability and paralysis,Disability assistance,Domestic violence and child abuse,Due process and equal protection,Election Assistance Commission,"Elections, voting, political campaign regulation",Employment and training programs,Executive agency funding and structure,Family relationships,Federal district courts,Federal Election Commission (FEC),Food industry and services,Foreign language and bilingual programs,Fraud offenses and financial crimes,"Government ethics and transparency, public corruption",Government information and archives,Government lending and loan guarantees,Government studies and investigations,Government trust funds,Guam,Health care costs and insurance,Health care coverage and access,House of Representatives,Housing and community development funding,Housing finance and home ownership,Intergovernmental relations,Internal Revenue Service (IRS),"Internet, web applications, social media",Judges,Judicial procedure and administration,Judicial review and appeals,Jurisdiction and venue,Labor-management relations,Landlord and tenant,Law enforcement administration and funding,Lawyers and legal services,Legal fees and court costs,Low- and moderate-income housing,Manufacturing,Members of Congress,Military personnel and dependents,News media and reporting,Political advertising,Political parties and affiliation,Political representation,Postal service,Public contracts and procurement,Public housing,Public participation and lobbying,Racial and ethnic relations,Right of privacy,Accounting and auditing,Administrative law and regulatory procedures,Adult day care,Aging,Assault and harassment offenses,"Broadcasting, cable, digital technologies",Child care and development,Citizenship and naturalization,Civil actions and liability,Commemorative events and holidays,Computer security and identity theft,Computers and information technology,Congressional districts and representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 4319,https://www.congress.gov/bill/118th-congress/house-bill/4319,118th Congress (2023-2024),Farm Workforce Modernization Act of 2023,,"Lofgren, Zoe [Rep.-D-CA-18]",6/23/23,"Referred to the Committee on the Judiciary, and in addition to the Committees on Ways and Means, Education and the Workforce, and Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",6/23/23,Immigration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.R. 4664,https://www.congress.gov/bill/118th-congress/house-bill/4664,118th Congress (2023-2024),"Making appropriations for financial services and general government for the fiscal year ending September 30, 2024, and for other purposes.",,"Womack, Steve [Rep.-R-AR-3]",7/17/23,"POSTPONED PROCEEDINGS - Pursuant to clause 1(c) of rule XIX, the Chair announced further proceedings on H.R. 4664 would be postponed.",11/9/23,Economics and Public Finance,Government lending and loan guarantees,Agricultural marketing and promotion,Caribbean area,Child health,China,Computer security and identity theft,Computers and information technology,Congressional oversight,Congressional-executive branch relations,Emergency planning and evacuation,Employee benefits and pensions,Employee hiring,Employment and training programs,Europe,Executive agency funding and structure,Executive Office of the President,Family planning and birth control,Federal appellate courts,Federal Deposit Insurance Corporation (FDIC),Federal district courts,Federal Election Commission (FEC),Federal Labor Relations Authority,Federal Trade Commission (FTC),Firearms and explosives,First Amendment rights,"Food supply, safety, and labeling",Fraud offenses and financial crimes,General Services Administration,Georgia,"Government buildings, facilities, and property",Government information and archives,Government studies and investigations,Government trust funds,Hawaii,Hazardous wastes and toxic substances,Higher education,Historical and cultural resources,Housing and community development funding,Human rights,"Hybrid, electric, and advanced technology vehicles",Indian social and development programs,Infrastructure development,Intellectual property,"Intelligence activities, surveillance, classified information",Intergovernmental relations,"Internet, web applications, social media",Iran,Judges,Judicial procedure and administration,Kansas,Kentucky,Latin America,Law enforcement administration and funding,Lawyers and legal services,Lease and rental services,Legal fees and court costs,Licensing and registrations,Merit Systems Protection Board,Middle East,Mining,Abortion,Accounting and auditing,Administrative Conference of the U.S.,Administrative law and regulatory procedures,Alaska Natives and Hawaiians,Appropriations,Asia,Athletes,Banking and financial institutions regulation,"Broadcasting, cable, digital technologies",Budget process,Building construction,California,Missouri,Motor vehicles,"Museums, exhibitions, cultural centers",National Archives and Records Administration,National Credit Union Administration,National Guard and reserves,North Carolina,North Korea,Nutrition and diet,Office of Government Ethics,Office of Personnel Management (OPM),Office of Special Counsel,Oklahoma,Political advertising,Postal service,Prescription drugs,"Presidents and presidential powers, Vice Presidents",Privacy and Civil Liberties Oversight Board,Protection of officials,Public contracts and procurement,Puerto Rico,Racial and ethnic relations,Railroads,Religion,Research administration and funding,Research and development,Residential rehabilitation and home repair,Russia,Securities,Securities and Exchange Commission (SEC),Selective Service System,Small business,Small Business Administration,Specialized courts,State and local courts,State and local government operations,Student aid and college costs,Supreme Court,"Tax administration and collection, taxpayers",Terrorism,U.S. and foreign investments,U.S. Postal Service,U.S. Sentencing Commission,U.S. territories and protectorates,Venezuela,Virginia,Wages and earnings,Water resources funding,Women's health,Consumer Financial Protection Bureau,Consumer Product Safety Commission,Contracts and agency,"Criminal investigation, prosecution, interrogation",Criminal justice information and records,Cuba,Department of the Treasury,Disaster relief and insurance,District of Columbia,Drug trafficking and controlled substances,Education programs funding,Election Assistance Commission,"Elections, voting, political campaign regulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
